Geneid	NORMAL_1	NORMAL_2	RESISTANT_1	RESISTANT_2	RESISTANT_2
729974	0	0	0	0	0
204801	0	4	0	0	0
147945	0	0	0	0	0
126204	0	0	0	0	0
126205	0	0	0	0	0
126206	0	0	0	0	0
101928886	0	0	0	1	1
126208	50	47	12	12	12
55311	94	54	10	10	10
85569	0	0	0	0	0
342933	0	0	2	0	0
79149	19	22	30	20	20
100506374	6	2	0	4	4
147947	198	177	54	37	37
147948	34	36	8	13	13
386758	7	14	0	0	0
147949	30	33	48	83	83
63934	44	60	46	35	35
100128252	80	161	11	6	6
57573	95	103	91	60	60
140612	110	67	113	133	133
388566	105	47	25	32	32
58491	79	64	12	15	15
147670	0	2	5	10	10
90485	10	14	6	10	10
101929059	0	4	0	0	0
23619	1	0	4	0	0
5178	53	108	9	18	18
100169890	0	0	0	0	0
100073347	0	0	0	0	0
105372474	0	0	0	0	0
57663	0	0	0	0	0
114026	0	0	0	0	0
503835	0	0	0	0	0
9422	400	188	566	603	603
6795	19	4	45	41	41
390980	148	55	337	401	401
105372476	0	5	0	0	0
10794	30	18	678	630	630
125919	89	55	255	267	267
57343	188	156	160	120	120
284306	36	11	40	40	40
10597	42	31	65	40	40
147694	201	127	235	240	240
7565	70	71	272	273	273
388567	85	30	231	208	208
57191	1	2	30	22	22
400720	159	61	132	87	87
79744	87	48	297	310	310
374928	75	46	152	149	149
256051	139	51	192	226	226
162972	190	150	133	111	111
55659	54	37	71	56	56
284307	137	56	110	123	123
348327	33	18	108	109	109
7693	244	155	290	280	280
10520	299	143	728	713	713
201516	19	3	24	22	22
90233	156	38	1181	1095	1095
7710	146	120	1093	1046	1046
79891	121	77	169	182	182
284309	336	137	562	567	567
54807	85	81	512	539	539
79818	526	56	1417	1460	1460
2282	2	4	83	70	70
100293516	100	43	1249	1151	1151
84914	421	204	1543	1486	1486
730051	100	50	1239	1169	1169
147687	149	71	339	346	346
147686	46	33	266	219	219
10172	67	27	262	305	305
147685	9	3	17	28	28
80095	131	48	302	319	319
100128398	25	7	22	19	19
105372478	0	0	0	0	0
284312	0	4	6	4	4
7694	62	93	163	139	139
65982	269	291	38	38	38
79673	140	117	35	33	33
10782	220	162	200	199	199
27300	269	143	414	409	409
7554	60	27	293	295	295
342945	54	28	13	17	17
102465484	0	0	0	0	0
1	2	7	8	6	6
503538	6	3	0	1	1
162968	6	1	0	0	0
105372483	4	6	0	0	0
116412	4	1	8	2	2
100616168	0	0	0	0	0
6193	2979	2928	1640	1547	1547
646862	22	0	4	0	0
201514	48	51	52	57	57
388569	36	25	78	41	41
7691	70	29	30	37	37
25799	78	61	92	71	71
55663	99	72	48	62	62
10998	21	14	6	13	13
84878	52	53	43	38	38
10155	1291	1233	708	628	628
102465976	0	0	0	0	0
27243	503	369	260	263	263
9040	225	152	98	85	85
100131691	8	6	0	1	1
7593	71	35	93	81	81
65996	226	153	1	2	2
642273	397	122	20	23	23
26751	1556	257	703	610	610
52	742	391	273	277	277
285016	16	15	16	16	16
101927262	0	3	0	0	0
100996637	0	0	0	0	0
105373352	0	0	0	0	0
105373353	0	0	0	0	0
129787	221	172	67	67	67
105373480	0	0	0	0	0
339822	0	0	0	0	0
101060385	0	0	0	0	0
101060391	0	0	0	0	0
54221	0	2	0	0	0
7173	0	1	0	0	0
102723730	0	2	0	0	0
7837	1512	1841	218	166	166
23040	4	2	0	0	0
105373380	0	0	0	0	0
730811	0	0	0	0	0
101927534	0	0	0	0	0
101927554	1	0	0	0	0
7260	208	123	61	58	58
51112	21	32	78	65	65
55256	198	168	45	65	65
246243	153	155	176	182	182
100506054	33	14	0	0	0
6201	3370	1984	6156	6089	6089
78989	34	38	17	21	21
55821	0	4	0	0	0
728597	0	0	4	0	0
100505964	0	0	0	0	0
105373395	0	0	0	0	0
105373397	0	0	0	0	0
727982	0	0	0	0	0
102723818	0	0	0	0	0
6664	0	2	0	0	0
105373442	0	0	0	0	0
150622	0	0	0	0	0
102465693	0	0	0	0	0
400940	0	0	0	0	0
101929390	0	0	0	0	0
102800315	0	0	0	0	0
102800314	0	0	0	0	0
102466235	0	0	0	0	0
400941	0	2	0	0	0
104326052	1	0	0	0	0
129607	178	82	94	61	61
91543	190	96	47	40	40
386597	14	2	0	0	0
9781	284	245	31	40	40
101929452	1	0	2	0	0
100506274	0	0	0	0	0
101929551	0	0	0	0	0
339788	0	2	0	0	0
339789	2	4	0	0	0
101929567	6	2	0	0	0
100506299	11	9	0	0	0
3398	695	691	190	180	180
57498	1148	883	1898	1950	1950
129642	305	197	412	361	361
8853	406	475	614	577	577
9270	350	310	308	355	355
51692	403	251	454	465	465
285148	187	190	136	139	139
6868	477	259	759	786	786
101929643	2	0	0	0	0
10971	2239	2422	1028	837	837
101926982	0	0	0	0	0
9014	130	129	253	240	240
29841	481	154	836	853	853
8462	274	551	163	133	133
192668	29	90	0	0	0
6241	338	179	152	149	149
348738	2	0	35	10	10
100422929	0	0	0	0	0
3241	124	150	28	44	44
4953	780	1204	204	248	248
100302743	1	0	9	9	9
101929715	4	5	0	0	0
79954	265	222	523	600	600
245973	8	8	8	10	10
10130	1639	1147	699	664	664
101929733	0	3	0	0	0
3754	10	2	0	0	0
285150	0	0	0	0	0
130813	2	0	2	0	0
130814	278	285	132	119	119
9475	1187	1062	2060	2009	2009
100874055	0	0	0	0	0
1876	105	124	116	85	85
9687	65	59	39	40	40
100616469	0	0	0	0	0
23620	0	0	2	0	0
23175	449	451	245	252	252
100506405	0	0	0	0	0
100422862	0	0	0	0	0
100422996	0	0	0	0	0
100506457	0	1	0	0	0
100500884	0	0	0	0	0
28951	1289	683	562	492	492
100422986	0	0	0	0	0
100506474	2	0	0	0	0
100499171	0	0	0	0	0
151354	319	224	43	34	34
653602	25	35	4	9	9
51594	538	404	2068	2074	2074
1653	1052	756	1400	1438	1438
101926966	0	0	0	0	0
103752554	1	0	0	0	0
10408	2	0	0	0	0
4613	28	6	13	10	10
104797537	0	0	0	0	0
81553	320	278	25	35	35
729475	2	0	8	4	4
7447	18	32	2	5	5
79677	450	310	720	703	703
348654	171	63	479	415	415
343930	0	0	0	0	0
3790	100	93	43	47	47
100526794	0	0	0	0	0
57665	0	1	5	2	2
93034	0	0	2	1	1
100616307	0	0	0	0	0
130497	110	215	75	71	71
400946	15	4	0	0	0
130502	44	22	41	19	19
57539	234	183	453	438	438
101928222	0	0	0	0	0
4148	26	17	11	26	26
9741	4118	3190	3545	3364	3364
6382	3202	974	1142	1157	1157
23369	2338	1361	3469	3263	3263
388	1337	4718	74	81	81
100874343	1	0	0	0	0
64342	210	269	43	44	44
151449	4	0	36	16	16
60526	341	170	179	196	196
101928271	0	0	0	0	0
338	4	19	14	18	18
100129278	2	0	2	8	8
645949	0	0	0	0	0
102723362	0	0	0	0	0
105377637	0	0	0	0	0
114818	182	156	98	73	73
54454	325	254	1363	1239	1239
165324	195	174	148	124	124
388931	1	2	0	0	0
80304	187	91	56	58	58
2281	81	11	13	13	13
51639	388	261	425	390	390
375190	38	26	132	133	133
9540	249	147	388	387	387
375189	5	5	6	14	14
653140	7	8	2	1	1
50618	905	446	2245	2122	2122
8648	929	734	1244	1143	1143
391356	32	29	21	31	31
79172	73	31	87	78	78
109	439	612	174	199	199
51277	131	87	37	40	40
729723	6	3	0	0	0
22979	16	31	9	5	5
5443	0	1	0	0	0
1788	267	167	288	264	264
100302246	0	0	2	0	0
1838	111	64	288	303	303
55252	785	475	1253	1215	1215
3797	167	130	66	70	70
10890	2117	1392	729	721	721
150946	55	42	2	14	14
3030	2103	1377	3355	3091	3091
3032	1595	900	2639	2628	2628
165082	13	10	23	29	29
85465	514	148	403	315	315
92749	4	2	6	2	2
9381	5	0	16	8	8
339778	0	0	2	3	3
130106	0	1	0	0	0
3777	36	72	6	2	2
54978	345	289	54	68	68
1058	23	11	9	6	6
56896	0	3	0	0	0
22924	89	100	43	48	48
54867	833	811	425	521	521
100874031	0	2	0	0	0
100189022	0	0	0	0	0
60509	263	331	307	276	276
100128731	330	333	105	103	103
11117	401	662	39	41	41
3795	17	30	12	5	5
10669	2	52	5	6	6
84696	5	0	28	24	24
10113	439	465	171	178	178
339779	0	0	0	0	0
150921	0	15	0	0	0
8884	260	183	79	82	82
51374	538	469	358	332	332
790	425	376	588	569	569
7781	0	0	0	0	0
285126	0	2	0	0	0
57159	0	0	0	2	2
7349	0	0	2	2	2
4358	304	250	238	224	224
2976	590	352	599	611	611
100505624	0	0	0	0	0
8890	270	238	591	598	598
9784	860	727	439	448	448
130557	132	112	448	485	485
5496	747	530	506	467	467
2498	2	4	58	64	64
29959	1004	1153	737	722	722
200634	53	23	153	231	231
26160	181	167	470	519	519
64838	45	58	16	18	18
2646	5	1	4	6	6
84226	23	10	86	91	91
84450	449	301	436	372	372
79635	64	50	33	34	34
11321	360	229	264	305	305
9913	481	424	282	293	293
22950	266	212	296	268	268
105374378	0	4	0	0	0
9553	153	134	213	236	236
64080	39	11	13	15	15
100302650	7	36	0	0	0
9577	360	300	690	597	597
100422965	1	1	0	0	0
100505736	2	0	4	0	0
100505716	0	1	14	17	17
105374382	3	3	0	0	0
403150	12	8	0	0	0
2355	2647	2718	1264	1261	1261
151056	113	103	163	163	163
5500	3737	3482	1561	1581	1581
245711	2	0	48	51	51
55006	129	83	120	91	91
23160	547	242	1124	1121	1121
692209	0	0	6	7	7
26796	0	0	18	25	25
165186	19	11	12	10	10
388939	0	0	0	0	0
79745	488	522	865	767	767
238	0	5	109	115	115
51646	1509	1128	248	236	236
81606	1039	955	80	55	55
285043	7	7	0	0	0
253558	228	105	255	258	258
92291	113	38	97	110	110
79623	96	24	141	119	119
440854	43	21	50	46	46
30845	473	215	109	102	102
7498	103	79	2022	1867	1867
6716	39	56	0	4	4
51072	305	195	235	270	270
84661	220	124	230	259	259
6683	430	209	700	739	739
55676	562	309	461	471	471
58484	71	71	31	51	51
84272	528	343	296	243	243
57448	1712	553	9492	8980	8980
693143	0	0	14	11	11
103752586	0	0	0	0	0
55622	234	150	467	398	398
100616219	0	0	0	0	0
285045	0	0	0	0	0
100271832	0	0	0	0	0
4052	2617	1562	371	294	294
100616136	0	0	0	0	0
25780	276	245	176	145	145
25940	442	365	212	248	248
104355287	0	0	0	0	0
151325	0	0	0	0	0
104355288	1	0	0	0	0
100616475	0	0	0	0	0
100288911	0	0	0	0	0
51232	1514	1488	728	770	770
9637	502	470	240	254	254
5212	5	226	0	0	0
6801	768	438	982	925	925
54497	553	342	1872	1845	1845
253635	260	169	158	177	177
5610	642	313	1014	947	947
391365	0	0	0	0	0
100505876	367	244	53	49	49
10153	636	380	722	673	673
55471	144	121	533	532	532
23683	926	560	725	731	731
25797	342	70	65	82	82
10602	628	1398	25	30	30
101929559	0	0	0	0	0
151393	55	78	135	114	114
101410544	0	0	0	0	0
1545	2047	276	202	174	174
105374860	0	1	0	0	0
285154	4	1	0	0	0
64225	502	477	396	388	388
101929596	0	5	0	0	0
92906	402	373	487	546	546
130589	250	209	78	85	85
6432	1061	753	479	488	488
79833	72	64	16	23	23
90957	314	172	611	543	543
729967	60	39	66	64	64
100271715	1	11	10	11	11
375196	0	0	0	0	0
6654	1294	704	5331	5092	5092
105374861	0	0	0	0	0
344387	2	0	28	27	27
8491	647	362	2030	2004	2004
728730	46	32	2	0	0
130733	19	20	84	73	73
80745	111	82	276	237	237
100128590	0	1	2	0	0
6546	282	607	154	125	125
388942	0	0	0	0	0
101929723	2	0	0	0	0
400950	0	4	0	0	0
91461	93	1038	0	0	0
102723824	8	0	0	0	0
27436	1625	689	3157	3056	3056
9167	591	365	204	160	160
170850	0	4	0	0	0
57504	298	281	787	803	803
165140	12	25	27	34	34
23498	85	116	14	25	25
105374567	5	17	0	0	0
100189265	0	0	0	0	0
102723854	17	3	0	1	1
100506047	0	2	0	0	0
678	2586	2298	932	946	946
100129726	0	4	2	0	0
63892	451	300	1311	1301	1301
130271	209	186	544	511	511
728819	17	10	12	12	12
51626	192	90	228	243	243
64240	3	1	24	31	31
64241	0	0	4	0	0
10128	1733	962	4375	4335	4335
5495	645	543	642	617	617
6519	2	0	76	86	86
9581	710	586	812	793	793
79823	40	43	92	91	91
100506108	0	0	0	0	0
6496	0	0	0	0	0
10736	9	10	14	6	6
400952	0	0	0	0	0
55133	226	144	340	387	387
102724965	2	3	0	0	0
5581	205	196	173	148	148
2034	3390	3578	2602	2548	2548
101805491	0	0	0	0	0
388946	0	0	0	0	0
90423	53	51	0	2	2
23433	1298	1342	167	228	228
100506142	8	7	0	0	0
5281	151	51	149	128	128
9419	244	114	125	88	88
9655	363	407	187	195	195
388948	0	0	0	4	4
100134259	3	8	0	0	0
90411	1486	1053	244	214	214
57217	360	460	169	140	140
285051	0	2	7	6	6
805	2971	3667	925	869	869
101927043	2	2	0	0	0
618	2	0	0	0	0
4072	466	117	1279	1364	1364
693144	1	0	2	1	1
4436	392	139	872	834	834
56660	4	1	2	2	2
644093	0	0	0	0	0
2956	446	399	1786	1724	1724
80204	775	551	1901	1791	1791
3344	415	351	135	134	134
129285	321	358	611	552	552
286749	0	4	4	6	6
11037	293	363	4	1	1
11036	0	0	0	0	0
3973	1	2	13	10	10
2492	0	2	0	4	4
102465854	0	0	0	0	0
9378	19	51	4	2	2
103504737	0	0	0	0	0
730100	0	0	0	0	0
100616431	0	0	0	0	0
51130	9	5	0	0	0
100302652	0	0	0	0	0
494143	57	25	26	31	31
27248	1082	1001	827	830	830
100500850	1	1	0	0	0
10936	16	8	89	90	90
23198	1204	702	3092	3009	3009
98	67	56	32	16	16
388951	0	0	20	21	21
129852	2	2	0	0	0
6711	4135	3395	4934	4764	4764
56969	0	0	10	12	12
400954	91	51	179	180	180
57142	1705	1857	1646	1592	1592
130162	47	39	238	212	212
6233	4767	2464	4562	4516	4516
4528	451	275	670	606	606
344405	28	20	0	0	0
55704	872	463	1301	1326	1326
112942	321	240	391	325	325
57223	1426	835	1540	1481	1481
87178	340	243	691	629	629
2202	1369	3533	45	50	50
104355290	0	0	2	0	0
406999	0	0	0	6	6
406998	0	0	2	0	0
100126319	0	0	0	0	0
100129434	19	25	0	0	0
114800	19	36	0	6	6
7444	166	139	354	383	383
55120	110	85	1240	1330	1330
400955	0	0	0	0	0
101927285	0	0	0	0	0
100616473	0	0	0	0	0
53335	104	55	92	86	86
64895	284	203	564	585	585
400957	0	0	0	0	0
5966	993	407	1435	1437	1437
150962	155	103	162	155	155
5194	504	239	663	677	677
84542	109	84	248	245	245
339803	80	34	0	0	0
339804	72	88	32	48	48
130872	599	359	463	529	529
9736	1699	819	6911	6660	6660
100124537	0	0	1	2	2
7514	2214	1444	2270	2223	2223
84140	50	43	195	175	175
10575	1360	861	765	758	758
150684	149	93	187	131	131
10678	466	325	108	115	115
100847087	0	0	0	0	0
200728	26	16	6	7	7
23301	403	553	586	544	544
100132215	3	4	0	0	0
5013	4	0	0	0	0
100169989	0	0	0	0	0
51057	72	61	173	173	173
4190	1117	1224	648	658	658
7360	1178	1054	744	746	746
51542	556	320	869	987	987
57162	620	340	549	512	512
150992	0	0	0	0	0
100507006	17	8	0	0	0
102465833	0	0	0	0	0
100616265	0	0	0	0	0
29094	106	155	50	58	58
101927402	35	16	0	0	0
54812	926	440	774	763	763
100616419	0	0	0	0	0
339807	0	2	0	0	0
9792	537	402	161	114	114
101927438	0	0	0	0	0
400958	0	2	0	1	1
6509	251	218	58	61	61
23177	436	522	186	208	208
5861	1512	1130	1024	1031	1031
10097	4969	2782	2689	2797	2797
200734	517	345	269	274	274
102724258	0	0	0	0	0
100616464	0	0	0	0	0
729348	3	0	0	0	0
730198	3	13	0	0	0
4211	367	520	433	424	424
100873998	0	2	0	0	0
100507073	2	4	0	0	0
101927577	0	0	0	0	0
101060019	1	1	0	0	0
102724321	0	0	0	0	0
102800447	0	0	0	0	0
644838	0	0	0	0	0
101927661	0	0	0	0	0
54465	220	169	529	498	498
101927701	0	0	0	0	0
10438	187	126	111	97	97
116143	162	105	132	128	128
56902	267	157	66	101	101
5534	852	619	419	423	423
25927	129	276	12	20	20
5341	1123	447	55	104	104
554251	34	25	22	20	20
200558	48	22	184	181	181
10887	0	1	0	0	0
9938	405	265	117	106	106
27302	0	1	2	4	4
200504	0	0	0	0	0
56287	4	0	0	0	0
84168	2824	2756	1088	1153	1153
100423030	0	0	0	0	0
2673	931	530	1238	1174	1174
27247	166	130	337	299	299
22848	705	337	1227	1207	1207
100124535	0	0	0	0	0
307	1469	738	377	398	398
64395	517	212	384	328	328
11017	262	188	264	268	268
4084	601	482	163	146	146
151516	6	12	0	4	4
400960	25	49	12	19	19
5093	2121	1937	604	563	563
100133985	0	2	0	0	0
54980	123	128	72	94	94
7072	1762	913	1344	1289	1289
100189231	0	0	0	0	0
100302268	0	0	0	0	0
51449	1800	1303	208	233	233
6637	185	101	443	421	421
84908	417	230	34	58	58
7039	282	110	15	10	10
100874273	0	0	0	0	0
119	16	25	0	6	6
344018	0	0	4	2	2
165530	2	2	10	9	9
50489	21	11	4	8	8
104355141	0	0	0	0	0
25806	2	2	2	0	0
525	2	6	148	124	124
101927750	0	0	0	0	0
79998	7	14	18	12	12
113419	705	476	274	270	270
79315	15	2	16	6	6
55577	447	472	493	526	526
84693	95	41	127	69	69
10199	453	241	717	723	723
400961	138	32	25	21	21
27332	1215	674	4209	4034	4034
8291	281	628	222	224	224
56603	41	71	6	4	4
23233	524	286	1266	1305	1305
6697	104	77	22	22	22
2016	2	0	0	0	0
94097	169	76	54	43	43
26056	269	347	64	93	93
344022	0	0	0	0	0
10322	187	167	150	167	167
84279	106	103	27	38	38
10574	1500	1232	497	532	532
150726	180	73	40	68	68
1961	0	3	0	2	2
7840	371	185	4035	4135	4135
100874291	2	0	0	4	4
9027	2	0	16	14	14
200420	2	2	32	24	24
51471	3	1	15	2	2
51002	185	87	128	128	128
8446	356	185	468	425	425
388960	0	0	0	0	0
10617	505	290	402	377	377
72	2237	31357	46	86	86
1716	188	113	478	367	367
100874048	3	3	3	2	2
200424	522	225	761	728	728
388962	40	26	180	148	148
100507171	16	59	0	0	0
55233	1878	961	650	605	605
10797	408	346	52	75	75
57835	64	42	189	228	228
1639	1254	1359	1953	1787	1787
100189589	2	0	0	0	0
105369169	5	0	0	0	0
388963	24	20	18	6	6
84058	89	44	42	44	44
6242	75	62	59	50	50
100532735	0	0	0	0	0
83444	7	8	0	0	0
23559	29	13	7	2	2
7841	700	443	560	524	524
116540	119	78	38	65	65
84865	99	74	81	64	64
64427	277	188	179	166	166
85474	2	0	2	3	3
151534	33	34	0	0	0
84759	96	85	164	206	206
3196	2	2	1	1	1
165545	65	9	46	41	41
550	784	689	514	457	457
27429	128	113	101	98	98
84695	70	107	24	17	17
1796	96	100	32	26	26
130951	19	16	4	6	6
10505	50	45	25	33	33
3099	943	344	1512	1488	1488
102724515	5	2	0	0	0
56655	118	97	38	31	31
6869	65	91	18	8	8
100846995	0	0	0	0	0
84141	17	0	2	2	2
101927884	0	0	0	0	0
9801	605	325	261	219	219
6936	234	134	401	380	380
80059	2	2	4	4	4
101927907	0	0	0	0	0
101927967	0	0	0	0	0
101927926	0	0	0	0	0
100170221	0	0	0	0	0
101927948	0	0	0	0	0
130120	0	0	0	0	0
5968	0	1	0	0	0
5967	2	0	0	0	0
5969	0	0	0	0	0
5068	0	1	0	0	0
101927987	0	0	0	0	0
1496	0	0	0	0	0
100422888	0	0	0	0	0
102465877	0	0	0	0	0
347730	4	0	0	0	0
100507201	0	0	0	0	0
1720	0	0	0	0	0
101928031	0	0	0	0	0
388965	1	1	9	15	15
8802	539	496	469	427	427
1768	12	6	135	118	118
129293	38	6	2	6	6
9168	2689	2201	1997	2047	2047
56888	608	532	476	557	557
83439	66	220	45	56	56
102724579	0	0	0	0	0
10618	3838	2435	2214	2245	2245
54884	570	439	145	118	118
84173	202	162	205	213	213
822	644	430	255	244	244
284948	1	1	0	0	0
100630918	3	20	0	0	0
4144	1777	2581	1133	1059	1059
2677	555	335	386	427	427
8673	689	288	488	482	482
10791	286	214	120	140	140
51255	279	223	103	77	77
129303	160	157	40	27	27
10713	373	362	392	363	363
388969	251	163	78	57	57
6439	0	0	0	2	2
10578	51	24	9	15	15
84913	164	101	61	39	39
102466516	0	0	0	0	0
284950	0	2	0	1	1
8869	1055	334	795	821	821
101928113	12	4	0	0	0
90784	103	44	2	1	1
25885	362	163	709	598	598
55037	676	409	1243	1155	1155
692225	0	0	74	66	66
10989	865	718	900	832	832
100616159	0	0	0	0	0
51318	435	400	91	120	120
65055	34	365	2	2	2
55818	677	612	1231	1228	1228
51652	15	13	11	19	19
100526767	0	0	0	0	0
7844	462	428	598	525	525
64795	679	398	372	404	404
925	197	92	214	225	225
926	77	32	4	12	12
100286979	1	3	2	2	2
400966	4	0	132	111	111
5343	4	2	1	2	2
285074	37	32	154	178	178
102724642	13	1	3	3	3
100616370	0	0	0	0	0
105377638	0	0	0	0	0
105377639	0	0	0	0	0
112597	43	39	0	0	0
100616499	0	0	0	0	0
730268	38	14	26	37	37
5342	9	3	48	36	36
729857	11	2	1045	935	935
51315	438	327	502	451	451
150572	0	0	0	0	0
100616447	0	0	0	0	0
2168	0	1	0	2	2
55258	79	160	127	147	147
344167	0	0	0	0	0
200523	0	0	0	0	0
101928371	0	0	3	0	0
9451	452	269	733	692	692
101928403	12	8	0	0	0
22934	261	120	257	262	262
645784	101	73	172	148	148
100616399	0	0	0	0	0
3514	85022	65955	13801	13259	13259
28946	46	23	8	8	8
28947	37	21	17	8	8
28948	17	8	2	0	0
28949	14	8	3	5	5
28950	12	13	0	0	0
28908	3251	1852	186	172	172
28907	21	19	165	179	179
28905	0	3	0	0	0
28929	0	0	0	0	0
28299	1918	1394	1476	1366	1366
28943	251	167	208	223	223
28915	1	5	8	3	3
28942	107	315	4	5	5
28941	238	518	322	339	339
28928	0	0	0	0	0
28914	6350	2165	461	407	407
28940	796	268	92	105	105
28939	137	5	14	13	13
28927	0	0	0	0	0
28913	4066	1062	622	536	536
28938	1647	434	75	89	89
28937	132	666	144	128	128
28926	0	0	0	0	0
28925	0	0	0	0	0
28912	6287	3290	705	715	715
28906	49	85	3	2	2
28936	0	0	0	0	0
28924	0	0	0	0	0
28923	5229	71	13	10	10
28911	0	0	0	0	0
28922	10	9	1	3	3
28935	191	283	135	154	154
28921	1035	471	37	37	37
28920	8	3	7	5	5
28919	215	434	259	268	268
28910	0	0	0	0	0
28934	0	0	0	0	0
28933	286	1482	411	442	442
28909	0	0	0	0	0
28932	0	0	0	0	0
28918	0	0	0	0	0
28931	0	3	5	1	1
28917	0	0	0	0	0
28930	1235	452	246	169	169
28916	1	285	5	5	5
105379433	0	0	0	0	0
28878	3	419	41	50	50
28893	262	68	331	265	265
28894	2	2	0	0	0
28896	14	171	93	104	104
28881	29	67	47	43	43
28882	36	40	1	11	11
28883	236	173	60	257	257
28884	0	0	0	0	0
28885	319	2	0	0	0
28870	17	8	0	0	0
28874	385	129	14	19	19
28869	0	0	0	0	0
28900	5	9	10	2	2
28901	23	83	40	22	22
28875	135	34	37	29	29
28902	108	4	3	0	0
28903	57	32	16	24	24
28876	64	30	12	8	8
102724332	0	0	0	0	0
28892	0	0	0	0	0
28891	4	2	0	0	0
28904	5	0	2	1	1
28877	8	2	0	0	0
101060017	0	0	0	0	0
105378957	0	0	0	0	0
105378958	0	0	0	0	0
654342	2	15	5	4	4
645367	0	0	0	0	0
440888	0	0	0	0	0
100133920	0	0	0	0	0
100509620	0	0	1	6	6
90499	1	0	0	0	0
729171	0	0	115	81	81
150483	0	0	4	0	0
442028	0	0	0	0	0
4118	64	27	9	10	10
64969	320	266	432	397	397
84874	234	122	472	401	401
7549	93	47	28	33	33
105373489	6	2	0	0	0
150696	1341	515	1318	1247	1247
30818	10	52	2	6	6
51011	100	83	79	88	88
653192	0	0	0	0	0
129868	0	0	0	0	0
150759	29	26	4	11	11
400986	60	31	11512	11140	11140
729234	7	3	25	24	24
150763	45	11	36	41	41
151	3	13	8	8	8
431705	4	12	67	51	51
1844	214	389	49	56	56
56910	1725	807	935	937	937
285033	37	39	2	12	12
55654	1135	1039	156	163	163
9391	950	595	302	303	303
23020	2472	1650	4951	4828	4828
150771	29	20	6	4	4
23397	94	53	137	103	103
93082	5	2	0	0	0
10865	164	316	52	51	51
55683	652	631	710	609	609
90342	0	2	36	46	46
81562	163	161	90	117	117
26504	287	192	324	306	306
100422928	0	0	0	0	0
26505	363	309	110	106	106
200539	29	20	31	37	37
51239	38	47	36	38	38
54910	355	621	284	269	269
105373982	0	0	0	0	0
51252	0	6	0	0	0
101927053	0	0	0	0	0
151313	95	72	87	60	60
105373983	1	0	0	0	0
375248	74	49	3037	2924	2924
100506076	1	0	0	0	0
100506123	0	0	0	0	0
105373498	0	0	0	0	0
57730	40	33	2064	1948	1948
1329	185	111	422	417	417
10120	562	454	241	255	255
728537	12	9	0	0	0
7535	187	132	57	45	45
23505	1027	733	1546	1398	1398
200403	3	1	4	4	4
1261	2	21	0	0	0
3631	779	705	634	609	609
493753	237	125	182	162	162
25972	343	225	312	288	288
11320	915	364	285	307	307
101927070	14	4	0	0	0
343990	93	51	80	95	95
80705	43	9	149	143	143
150590	52	6	44	51	51
51601	60	39	72	44	44
129531	169	147	185	185	185
51263	418	289	248	206	206
254773	2	1	10	10	10
129530	2	12	13	11	11
10190	325	147	162	189	189
9669	1282	932	2123	2238	2238
51455	582	417	1409	1461	1461
3899	129	239	88	87	87
150577	0	0	0	0	0
164832	48	152	18	25	25
9486	44	130	39	27	27
129521	0	0	0	0	0
79031	231	236	295	259	259
4862	704	283	1287	1174	1174
101927142	0	0	0	0	0
6160	3396	1840	4868	4800	4800
11138	540	298	2114	1994	1994
100506286	13	8	0	0	0
55571	607	355	482	525	525
284996	798	351	708	733	733
692205	0	0	0	0	0
100847007	0	0	0	0	0
200407	1	5	0	2	2
731220	5	3	3	10	10
9448	1253	1348	1545	1466	1466
100506328	2	0	0	0	0
7850	98	22	10	8	8
3554	2420	1742	398	392	392
8808	17	15	67	54	54
9173	80	36	16	15	15
8809	179	75	48	52	52
8807	80	24	30	24	24
100616157	0	0	0	0	0
389015	40	0	2	14	14
6549	151	2	125	134	134
84804	290	134	79	135	135
130827	96	24	35	36	36
100287010	0	0	0	0	0
150568	0	0	0	0	0
101927360	0	0	0	0	0
284998	0	0	0	0	0
100506421	0	0	0	0	0
5455	0	0	0	0	0
102682016	0	0	0	0	0
102724691	0	0	0	0	0
64965	202	141	198	196	196
101927492	0	2	0	0	0
105373984	0	0	0	0	0
11250	0	0	2	0	0
9392	329	337	268	317	317
100506473	16	15	0	0	0
79074	395	243	102	84	84
2274	990	807	129	97	97
285000	0	0	0	0	0
8440	252	305	74	88	88
84417	7	111	0	2	2
80146	425	311	213	218	218
285189	0	0	0	0	0
653489	10	6	354	349	349
84620	53	72	3	0	0
104326057	0	0	0	0	0
729121	0	0	0	0	0
285190	24	10	57	55	55
60482	56	24	50	30	30
442038	0	0	6	3	3
6819	3	5	25	22	22
151234	0	0	0	0	0
27233	58	104	8	2	2
9648	1121	556	3244	3446	3446
3987	1437	813	712	758	758
5903	1896	976	27247	26530	26530
165055	59	14	129	159	159
10913	34	20	4	8	8
100287216	7	6	2	1	1
344558	142	229	25	21	21
100422863	0	0	0	0	0
102724819	0	0	0	0	0
100423027	0	0	0	0	0
729164	0	0	0	0	0
151011	1102	1013	948	909	909
65124	625	611	77	64	64
84220	61	4	265	618	618
96626	7	0	0	0	0
100271835	0	0	0	0	0
440895	0	0	0	0	0
440894	22	9	0	0	0
105373985	2	0	0	0	0
105373986	0	0	0	0	0
100422994	0	0	0	0	0
7851	87	195	91	83	83
100616123	0	0	0	0	0
4867	36	52	119	126	126
205251	3	12	0	0	0
100507334	2	1	0	0	0
